time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-10T16:38:55.993Z,4.9332,32.1276,10,3.9,mb_lg,,224,3.557,0.14,us,us6000c7g9,2020-10-13T21:07:26.040Z,"61 km E of Juba, South Sudan",earthquake,13,2,0.255,4,reviewed,us,us
2020-10-10T16:31:51.440Z,17.9348,-67.0608,12,3.07,md,21,237,0.0384,0.07,pr,pr2020284009,2020-10-10T20:03:29.040Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,0.56,0.27,0.21,20,reviewed,pr,pr
2020-10-10T13:25:48.990Z,19.121,-67.6641,7,3.28,md,16,250,0.7594,0.35,pr,pr2020284008,2020-10-10T14:13:46.442Z,"91 km NW of San Antonio, Puerto Rico",earthquake,2.45,2.23,0.09,12,reviewed,pr,pr
2020-10-10T13:14:57.344Z,-28.5676,-112.3045,10,5.9,mww,,50,2.901,1.02,us,us6000c7b1,2020-10-11T13:18:49.581Z,Easter Island region,earthquake,10.8,1.8,0.075,17,reviewed,us,us
2020-10-10T11:46:26.342Z,66.2859,-157.2102,0.1,2.7,ml,,,,0.58,ak,ak020d1vg8ve,2020-10-10T13:29:56.040Z,"67 km S of Shungnak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-10T11:22:10.452Z,58.5024,-150.7889,45,4.6,ml,,,,0.63,ak,ak020d1vb29a,2020-10-13T06:18:30.947Z,"111 km SSE of Port Graham, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-10T11:09:13.130Z,17.9295,-66.9143,6,2.89,md,21,201,0.0575,0.14,pr,pr2020284007,2020-10-10T11:24:51.667Z,"4 km S of Guánica, Puerto Rico",earthquake,0.51,0.28,0.24,4,reviewed,pr,pr
2020-10-10T10:43:04.580Z,-4.6942,102.6566,53.79,4.8,mb,,89,0.445,1.01,us,us6000c7ak,2020-10-10T10:59:41.040Z,"98 km SW of Pagar Alam, Indonesia",earthquake,5.4,6,0.085,43,reviewed,us,us
2020-10-10T10:05:39.500Z,20.05866667,-155.3943333,42.39,2.5,md,57,267,,0.13,hv,hv72174656,2020-10-13T22:43:29.770Z,"3 km NW of Pa‘auilo, Hawaii",earthquake,0.52,0.98,0.149067991,27,reviewed,hv,hv
2020-10-10T09:08:43.197Z,-5.9987,122.5764,10,4.6,mb,,95,2.641,0.76,us,us6000c7a8,2020-10-10T09:28:12.040Z,"118 km S of Katabu, Indonesia",earthquake,7.2,1.9,0.107,26,reviewed,us,us
2020-10-10T09:08:22.040Z,17.8828,-65.7005,4,2.93,md,14,303,0.2987,0.54,pr,pr2020284006,2020-10-10T17:20:35.044Z,"23 km SE of Emajagua, Puerto Rico",earthquake,4.24,2.53,0.1,10,reviewed,pr,pr
2020-10-10T08:51:46.816Z,62.0177,-150.5123,39.3,3.3,ml,,,,0.76,ak,ak020d1tp26f,2020-10-10T10:10:54.799Z,"36 km SSW of Trapper Creek, Alaska",earthquake,,1,,,automatic,ak,ak
2020-10-10T08:14:04.713Z,31.6574,-104.3792,5,2.5,ml,,62,0.104,0.52,us,us6000c79x,2020-10-10T09:10:26.040Z,"57 km S of Whites City, New Mexico",earthquake,1.1,1.8,0.055,44,reviewed,us,us
2020-10-10T07:50:14.825Z,44.1078,-115.0841,10,2.6,ml,,80,0.254,1.25,us,us6000c7bm,2020-10-11T06:36:15.320Z,"16 km SW of Stanley, Idaho",earthquake,1.9,2,0.085,18,reviewed,us,us
2020-10-10T07:48:32.649Z,44.1202,-115.0906,10,2.7,ml,,74,0.249,0.87,us,us6000c79t,2020-10-11T05:41:40.155Z,"16 km SW of Stanley, Idaho",earthquake,1.6,2,0.049,54,reviewed,us,us
2020-10-10T07:25:08.780Z,-20.4533,-179.4012,660.76,4.4,mb,,114,3.613,0.86,us,us6000c79r,2020-10-10T07:40:26.040Z,Fiji region,earthquake,12.6,10.5,0.074,52,reviewed,us,us
2020-10-10T06:48:42.155Z,-33.7301,-72.4601,9.31,4.5,mwr,,175,0.985,0.31,us,us6000c79c,2020-10-10T13:47:47.039Z,"80 km W of San Antonio, Chile",earthquake,5.6,2.1,0.055,32,reviewed,us,us
2020-10-10T06:41:30.444Z,51.9962,-169.7394,38.29,4.8,mb,,183,0.834,0.98,us,us6000c792,2020-10-11T06:07:42.303Z,"120 km SSW of Nikolski, Alaska",earthquake,8.8,7.7,0.097,33,reviewed,us,us
2020-10-10T05:36:26.160Z,19.175,-155.4718333,30.83,2.52,md,54,84,,0.11,hv,hv72174221,2020-10-10T06:15:15.510Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.49,0.76,0.082038022,22,reviewed,hv,hv
2020-10-10T03:52:51.301Z,-38.7359,175.4369,174.04,4.3,mb,,67,0.506,0.71,us,us6000c77v,2020-10-10T04:09:14.040Z,"42 km NW of Turangi, New Zealand",earthquake,7.9,7.5,0.138,18,reviewed,us,us
2020-10-10T03:40:45.170Z,-35.252,53.9102,10,5,mww,,76,11.865,0.58,us,us6000c77u,2020-10-10T04:20:16.040Z,Southwest Indian Ridge,earthquake,10.9,1.9,0.086,13,reviewed,us,us
2020-10-10T03:20:56.650Z,17.9495,-66.9781,5,2.8,md,22,204,0.0691,0.09,pr,pr2020284003,2020-10-10T04:23:04.964Z,Puerto Rico region,earthquake,0.4,0.23,0.3,13,reviewed,pr,pr
2020-10-10T02:35:25.222Z,-6.0871,130.435,160.69,4.2,mb,,88,2.069,0.96,us,us6000c8g9,2020-10-15T22:25:03.040Z,"261 km W of Tual, Indonesia",earthquake,10.4,9,0.159,11,reviewed,us,us
2020-10-10T02:08:53.070Z,-17.7978,-178.586,595.48,4.2,mb,,130,3.203,0.67,us,us6000c8g8,2020-10-15T22:12:43.040Z,"224 km E of Levuka, Fiji",earthquake,15.6,5,0.115,21,reviewed,us,us
2020-10-10T01:52:15.140Z,17.8133,-66.8961,9,2.5,md,20,262,0.1627,0.17,pr,pr2020284000,2020-10-10T07:23:51.804Z,"17 km S of Guánica, Puerto Rico",earthquake,0.74,0.93,0.13,6,reviewed,pr,pr
2020-10-10T01:24:11.430Z,40.3761667,-123.7326667,28.6,3.73,mw,37,35,0.1591,0.19,nc,nc73468941,2020-10-11T02:38:36.956Z,"30km NNE of Redway, CA",earthquake,0.38,0.8,,5,reviewed,nc,nc
2020-10-10T01:18:15.426Z,9.9682,126.0372,92.39,4.4,mb,,137,2.915,0.94,us,us6000c8g7,2020-10-15T21:58:18.040Z,"3 km ENE of San Benito, Philippines",earthquake,6.2,7.9,0.109,24,reviewed,us,us
2020-10-10T00:59:08.879Z,13.6273,-90.1327,62.13,4.3,mb,,150,1.072,0.97,us,us6000c76r,2020-10-10T01:09:46.040Z,"27 km SSW of San Francisco Menéndez, El Salvador",earthquake,5.6,13.5,0.113,22,reviewed,us,us
2020-10-09T23:05:35.677Z,57.4722,-154.7477,9.3,3.4,ml,,,,1.04,ak,ak020d0etbxp,2020-10-15T17:17:35.025Z,"20 km WSW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T23:01:45.509Z,58.935,-136.5516,16.2,3,ml,,,,0.62,ak,ak020d0eshxw,2020-10-15T17:18:54.116Z,"61 km SSW of Covenant Life, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T21:22:23.097Z,-17.2155,167.4266,10,5.4,mww,,24,1.771,0.71,us,us6000c760,2020-10-11T00:41:27.782Z,"110 km WNW of Port-Vila, Vanuatu",earthquake,5.6,1.7,0.071,19,reviewed,us,us
2020-10-09T21:19:48.305Z,54.7281,-161.1471,24.3,3.5,mb,,174,0.59,0.83,us,us6000c75x,2020-10-15T17:17:34.336Z,"79 km SSW of Sand Point, Alaska",earthquake,3.4,10.1,0.187,7,reviewed,us,us
2020-10-09T20:25:55.340Z,58.8605,-154.5719,118.1,2.9,ml,,,,0.51,ak,ak020d0d5cwv,2020-10-14T22:03:34.707Z,"65 km S of Kokhanok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T19:24:16.868Z,51.2959,-176.1461,27.93,4.3,mwr,,185,0.588,0.92,us,us6000c758,2020-10-15T17:17:33.972Z,"72 km SSE of Adak, Alaska",earthquake,5.2,6.9,0.098,10,reviewed,us,us
2020-10-09T18:36:23.935Z,51.5009,-176.2341,33.5,2.6,ml,,,,0.22,ak,ak020d0c0sau,2020-10-14T22:03:31.387Z,"49 km SSE of Adak, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2020-10-09T18:29:32.559Z,62.7823,-150.5582,82.7,2.7,ml,,,,0.57,ak,ak020d0bzaxy,2020-10-14T22:03:31.030Z,"33 km NNE of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T17:46:59.780Z,6.549,126.2107,147.96,4.3,mb,,95,0.813,0.79,us,us6000c74x,2020-10-09T18:32:35.040Z,"12 km NE of Nangan, Philippines",earthquake,9.5,6.9,0.106,28,reviewed,us,us
2020-10-09T17:35:15.980Z,67.2626,-163.9388,24.2,2.5,ml,,,,0.46,ak,ak020d0bf4lk,2020-10-14T22:03:30.036Z,"54 km SW of Noatak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T17:31:13.256Z,67.2529,-163.9545,19.2,2.6,ml,,,,0.37,ak,ak020d0be9jw,2020-10-14T22:03:29.539Z,"55 km SW of Noatak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T17:19:37.400Z,17.9188,-66.765,6,2.86,md,19,200,0.1273,0.26,pr,pr2020283011,2020-10-09T17:35:50.570Z,"9 km SSW of Tallaboa, Puerto Rico",earthquake,0.65,0.4,0.11,6,reviewed,pr,pr
2020-10-09T17:01:13.604Z,-19.0982,-174.0334,10,4.8,mb,,78,5.593,0.9,us,us6000c74m,2020-10-09T17:19:29.040Z,"49 km S of Neiafu, Tonga",earthquake,4.4,1.9,0.102,34,reviewed,us,us
2020-10-09T16:32:59.444Z,67.2605,-163.9477,8.7,3.5,ml,,,,0.71,ak,ak020d0at4y4,2020-10-15T17:17:33.521Z,"54 km SW of Noatak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T15:44:03.190Z,53.5923,-160.0708,28.7,2.6,ml,,,,0.24,ak,ak020d0aa5kv,2020-10-14T22:03:45.585Z,"196 km S of Sand Point, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2020-10-09T15:26:28.647Z,27.8841,56.3344,43.65,4.4,mb,,134,2.929,0.86,us,us6000c74a,2020-10-09T16:51:20.040Z,"77 km N of Bandar Abbas, Iran",earthquake,13,11.1,0.143,14,reviewed,us,us
2020-10-09T15:13:42.667Z,32.1018,-106.721,5.4,2.7,ml,,139,0.998,1.43,us,us6000c745,2020-10-09T20:56:30.450Z,"2 km SSW of La Mesa, New Mexico",earthquake,2.3,5.5,0.105,12,reviewed,us,us
2020-10-09T14:06:25.186Z,63.1443,-147.156,11.5,2.5,ml,,,,0.7,ak,ak020d09gmgv,2020-10-14T22:03:27.962Z,"78 km W of Paxson, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T13:10:00.364Z,51.037,156.2908,124.51,4.4,mb,,171,2.249,0.4,us,us6000c71c,2020-10-12T12:49:12.040Z,"41 km NNE of Severo-Kuril’sk, Russia",earthquake,12.2,9.3,0.08,45,reviewed,us,us
2020-10-09T12:56:32.716Z,66.2627,-157.1916,9.6,3.1,ml,,,,0.53,ak,ak020d08khmf,2020-10-15T17:17:33.142Z,"69 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T12:49:20.561Z,60.0294,-153.0235,110.6,2.8,ml,,,,0.61,ak,ak020d08iylp,2020-10-14T22:03:26.546Z,"66 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T11:46:32.450Z,17.652,-64.3165,71,3.5,md,10,188,1.6087,0.43,pr,pr2020283008,2020-10-09T14:24:22.987Z,"46 km E of Saint Croix, U.S. Virgin Islands",earthquake,8.5,7.06,0.05,5,reviewed,pr,pr
2020-10-09T11:40:16.697Z,38.1735,-117.9471,6.4,2.5,ml,26,44.94,0.036,0.1214,nn,nn00777926,2020-10-12T11:38:17.040Z,Nevada,earthquake,,0.8,0.24,14,reviewed,nn,nn
2020-10-09T11:20:05.461Z,56.6936,-148.3402,9.8,2.9,ml,,,,0.48,ak,ak020d07ra33,2020-10-14T22:03:25.300Z,"259 km ESE of Chiniak, Alaska",earthquake,,6,,,reviewed,ak,ak
2020-10-09T10:52:23.801Z,60.1238,-153.4376,145.3,2.6,ml,,,,0.45,ak,ak020d07cqto,2020-10-14T22:03:24.973Z,"49 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T10:49:09.362Z,53.4801,-163.5227,20.7,2.9,ml,,,,0.45,ak,ak020d07c2qz,2020-10-14T22:03:24.723Z,"153 km S of False Pass, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2020-10-09T09:44:24.660Z,51.7584,-176.0891,79.4,2.6,ml,,,,0.09,ak,ak020d06pllp,2020-10-14T22:03:23.474Z,"39 km ESE of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-10-09T09:19:29.200Z,17.9508,-67.0191,5,2.5,md,8,224,0.0313,0.07,pr,pr2020283007,2020-10-09T09:34:03.397Z,"3 km SE of La Parguera, Puerto Rico",earthquake,0.37,0.46,0.26,4,reviewed,pr,pr
2020-10-09T08:55:50.734Z,-27.8873,-66.3767,152.19,5,mb,,79,2.662,0.95,us,us6000c701,2020-10-09T09:12:12.040Z,"34 km S of Andalgalá, Argentina",earthquake,9.5,7.5,0.087,42,reviewed,us,us
2020-10-09T07:55:49.590Z,17.9333,-66.911,7,2.72,md,22,199,0.0525,0.25,pr,pr2020283006,2020-10-10T04:42:42.040Z,"4 km S of Guánica, Puerto Rico",earthquake,0.59,0.31,0.27,7,reviewed,pr,pr
2020-10-09T07:23:28.750Z,17.931,-66.9198,7,2.69,md,22,210,0.0599,0.15,pr,pr2020283004,2020-10-09T07:51:25.313Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.61,0.3,0.23,9,reviewed,pr,pr
2020-10-09T07:16:17.300Z,17.9245,-66.908,7,2.73,md,20,214,0.0582,0.25,pr,pr2020283003,2020-10-09T07:45:07.810Z,"5 km S of Guánica, Puerto Rico",earthquake,0.63,0.34,0.18,5,reviewed,pr,pr
2020-10-09T07:04:48.520Z,17.937,-66.9166,7,2.88,md,21,205,0.0534,0.13,pr,pr2020283002,2020-10-10T04:38:41.040Z,"3 km SSW of Guánica, Puerto Rico",earthquake,0.53,0.27,0.3,15,reviewed,pr,pr
2020-10-09T06:48:42.329Z,52.7309,-168.1684,46,3.1,ml,,,,0.62,ak,ak020d04y728,2020-10-15T17:17:32.837Z,"52 km ESE of Nikolski, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2020-10-09T06:38:29.128Z,52.7218,-168.1478,45.3,3.1,ml,,,,0.6,ak,ak020d04w10y,2020-10-15T17:17:32.562Z,"53 km ESE of Nikolski, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2020-10-09T06:27:50.655Z,14.921,-91.8755,112.15,4.5,mb,,137,0.431,0.62,us,us6000c6z8,2020-10-09T06:51:10.040Z,"4 km ESE of San Rafael Pie de la Cuesta, Guatemala",earthquake,8.7,5.3,0.095,32,reviewed,us,us
2020-10-09T06:01:59.651Z,-33.3141,-70.8527,79.33,4.2,mb,,52,0.123,0.78,us,us6000c6z1,2020-10-09T15:43:19.817Z,"3 km SE of Lampa, Chile",earthquake,5.6,7.9,0.263,4,reviewed,us,us
2020-10-09T05:57:41.428Z,2.1021,97.7007,60.1,4.5,mb,,91,0.802,0.99,us,us6000c6z4,2020-10-09T06:19:41.040Z,"22 km SSW of Singkil, Indonesia",earthquake,7,8.6,0.156,12,reviewed,us,us
2020-10-09T05:45:14.198Z,63.0203,-151.4964,5,2.9,ml,,,,0.74,ak,ak020d04c23m,2020-10-15T16:17:51.621Z,"59 km S of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T05:00:53.716Z,-18.0278,-178.4405,633.37,4.3,mb,,114,3.351,0.68,us,us6000c6yk,2020-10-09T05:19:05.040Z,"237 km E of Levuka, Fiji",earthquake,13.6,5.5,0.081,43,reviewed,us,us
2020-10-09T04:33:54.440Z,69.4104,-143.8846,8.1,2.5,ml,,,,0.57,ak,ak020d03o58o,2020-10-14T22:03:19.649Z,"81 km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T04:22:58.796Z,-17.2186,167.9873,10,4,mb,,203,1.915,1.04,us,us6000c89a,2020-10-15T00:37:07.040Z,"66 km NNW of Port-Vila, Vanuatu",earthquake,10.9,2,0.232,6,reviewed,us,us
2020-10-09T04:14:03.614Z,17.8389,-62.4897,13.69,4.6,mb,,60,0.581,0.39,us,us6000c6ya,2020-10-09T15:32:36.010Z,"58 km NNE of Nicola Town, Saint Kitts and Nevis",earthquake,2,5.1,0.07,60,reviewed,us,us
2020-10-09T04:11:45.317Z,-20.7247,-69.1395,104.28,4.3,mb,,58,0.58,0.9,us,us6000c6y9,2020-10-09T15:05:32.654Z,"119 km ESE of Iquique, Chile",earthquake,5.3,2.9,0.168,10,reviewed,us,us
2020-10-09T04:05:09.438Z,69.4031,-143.8264,8.8,2.7,ml,,,,0.59,ak,ak020d03i1of,2020-10-14T22:03:19.371Z,"81 km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T03:40:00.216Z,31.704,-104.5678,5,3.1,ml,,68,0.067,0.33,us,us6000c6y3,2020-10-09T03:51:03.040Z,"55 km SSW of Whites City, New Mexico",earthquake,1.5,2,0.097,48,reviewed,us,us
2020-10-09T03:35:31.298Z,31.7094,-104.583,5,3,ml,,69,0.081,0.45,us,us6000c6xp,2020-10-09T03:44:00.040Z,"55 km SSW of Whites City, New Mexico",earthquake,2.1,2,0.081,70,reviewed,us,us
2020-10-09T02:57:20.641Z,-6.0392,122.5974,11.25,5.2,mww,,44,2.604,0.82,us,us6000c6xe,2020-10-09T03:15:20.040Z,"122 km S of Katabu, Indonesia",earthquake,6.6,4.5,0.083,14,reviewed,us,us
2020-10-09T02:38:23.085Z,59.2337,-153.7419,103.3,2.8,ml,,,,0.49,ak,ak020d02i9y2,2020-10-14T22:03:18.550Z,"55 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T02:34:59.555Z,-18.1092,-178.1012,559.4,4.2,mb,,123,3.679,1.11,us,us6000c895,2020-10-15T00:11:25.040Z,"273 km E of Levuka, Fiji",earthquake,12.6,6.6,0.103,28,reviewed,us,us
2020-10-09T01:24:19.410Z,33.0236667,-115.583,11.95,2.89,ml,55,48,0.01458,0.26,ci,ci39657488,2020-10-10T00:05:25.588Z,"4km ESE of Westmorland, CA",earthquake,0.2,0.39,0.184,76,reviewed,ci,ci
2020-10-09T01:21:24.710Z,17.994,-63.9913,35,4.5,md,18,348,1.8634,0.49,pr,pr2020283000,2020-10-09T12:51:22.911Z,"85 km ENE of Saint Croix, U.S. Virgin Islands",earthquake,8.42,32.229,0.15,10,reviewed,pr,pr
2020-10-09T00:29:57.117Z,51.4739,-175.9457,25.6,2.7,ml,,,,0.55,ak,ak020d019jvs,2020-10-14T22:03:17.051Z,"65 km SE of Adak, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2020-10-09T00:24:44.780Z,36.5626678,-121.159668,7.05,2.5,md,33,64,0.02259,0.1,nc,nc73468511,2020-10-09T14:43:42.735Z,"4km NNW of Pinnacles, CA",earthquake,0.26,0.6,0.19,33,automatic,nc,nc
